?metatype	?subject	?predicate	?object	?predicate_justification	?argument_assertion_confidence	?predicate_justification_confidence
Relation	cluster-NILR21105	OrganizationAffiliation.Leadership.Government_Leader	cluster-NILE21091	IC001V8NY:IC001VBHL:(2493,0)-(2499,0)	"1.0"	"1.0"
Relation	cluster-NILR21105	OrganizationAffiliation.Leadership.Government_Leader	cluster-NILE21091	IC001V8NY:IC001VBHL:(941,0)-(954,0)	"1.0"	"1.0"
Relation	cluster-NILR21106	Measurement.Size.Count_EntityOrFiller	cluster-NILE21068	IC001V8NY:IC001VBHL:(1030,0)-(1033,0)	"1.0"	"1.0"
Relation	cluster-NILR21106	Measurement.Size.Count_Measurement	cluster-NILE21124	IC001V8NY:IC001VBHL:(1030,0)-(1033,0)	"1.0"	"1.0"
Relation	cluster-NILR21107	PartWhole.Subsidiary.NationalityCitizen_Parent	cluster-NILE21112	IC001V8NY:IC001VBHL:(5972,0)-(5981,0)	"1.0"	"1.0"
Relation	cluster-NILR21107	PartWhole.Subsidiary.NationalityCitizen_Subsidiary	cluster-NILE21102	IC001V8NY:IC001VBHL:(5972,0)-(5981,0)	"1.0"	"1.0"
Relation	cluster-NILR21108	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Citizen	cluster-NILE21115	IC001V8NY:IC001VBHL:(4124,0)-(4133,0)	"1.0"	"1.0"
Relation	cluster-NILR21108	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Nationality	cluster-NILE21112	IC001V8NY:IC001VBHL:(4124,0)-(4133,0)	"1.0"	"1.0"
Relation	cluster-NILR21109	PartWhole.Subsidiary.NationalityCitizen_Parent	cluster-NILE21112	IC001V8NY:IC001VBHL:(1782,0)-(1791,0)	"1.0"	"1.0"
Relation	cluster-NILR21109	PartWhole.Subsidiary.NationalityCitizen_Subsidiary	cluster-NILE21080	IC001V8NY:IC001VBHL:(1782,0)-(1791,0)	"1.0"	"1.0"
