?cluster	?metatype	?type	?mention_span	?is_negated	?type_statement_confidence	?cluster_membership_confidence	?mention_type_justification_confidence
cluster-NILE30148	Entity	Q215627	L0C0499MZ:L0C0499N3:(1780,803)-(1882,1057)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30149	Entity	EMPTY_MIS	L0C0499MZ:L0C0499N3:(1783,899)-(1860,1030)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30150	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1743,895)-(1894,1068)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30151	Entity	Q215627	L0C0499MZ:L0C0499N3:(1822,810)-(1910,1071)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30152	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1817,938)-(1911,1059)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30153	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1624,10)-(1886,616)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30154	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1267,528)-(1888,1030)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30155	Entity	EMPTY_TBD	L0C0499MZ:L0C0499N3:(1722,52)-(1817,133)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30156	Entity	Q215627	L0C0499MZ:L0C0499NL:(862,101)-(921,116)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30156	Entity	Q215627	L0C0499MZ:L0C0499NT:(270,30)-(289,38)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30157	Entity	Q15401930	L0C0499MZ:L0C0499NL:(823,247)-(897,265)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30157	Entity	Q15401930	L0C0499MZ:L0C0499NT:(257,77)-(281,84)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30158	Entity	Q16686022	L0C0499MZ:L0C0499NL:(710,250)-(953,277)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30158	Entity	Q16686022	L0C0499MZ:L0C0499NT:(222,77)-(297,88)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30159	Entity	Q6657015	L0C0499MZ:L0C0499NL:(715,324)-(955,354)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30159	Entity	Q6657015	L0C0499MZ:L0C0499NT:(223,99)-(298,111)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30160	Entity	Q756	L0C0499MZ:L0C0499NL:(14,64)-(356,532)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30160	Entity	Q756	L0C0499MZ:L0C0499NT:(2,22)-(118,156)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30161	Entity	Q756	L0C0499MZ:L0C0499NL:(234,67)-(694,514)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30161	Entity	Q756	L0C0499MZ:L0C0499NT:(68,22)-(215,162)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30162	Entity	Q756	L0C0499MZ:L0C0499NL:(247,68)-(400,143)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30162	Entity	Q756	L0C0499MZ:L0C0499NT:(80,22)-(114,42)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30163	Entity	Q756	L0C0499MZ:L0C0499NL:(387,66)-(486,119)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30163	Entity	Q756	L0C0499MZ:L0C0499NT:(125,20)-(152,34)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30164	Entity	Q215627	L0C0499MZ:L0C04955G:(643,85)-(1159,307)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30165	Entity	Q215627	L0C0499MZ:L0C04955G:(0,92)-(564,1072)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30166	Entity	Q15401930	L0C0499MZ:L0C04955G:(6,486)-(551,1033)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30167	Entity	Q215627	L0C0499MZ:L0C04955G:(569,305)-(1707,1057)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30168	Entity	Q15401930	L0C0499MZ:L0C04955G:(640,706)-(1228,1056)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30169	Entity	Q215627	L0C0499MZ:L0C04955G:(1199,131)-(1901,1069)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30170	Entity	Q15401930	L0C0499MZ:L0C04955G:(1250,613)-(1895,1057)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30171	Entity	Q756	L0C0499MZ:L0C0499N7:(64,10)-(1905,1060)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30172	Entity	Q15401930	L0C0499MZ:L0C0499N7:(3,0)-(1915,1072)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30173	Entity	Q15401930	L0C0499MZ:L0C0499N7:(2,388)-(217,901)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30176	Entity	Q15401930	L0C0499MZ:L0C0499N7:(389,190)-(669,586)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30176	Entity	Q15401930	L0C0499MZ:L0C0499N7:(550,116)-(818,503)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30176	Entity	Q15401930	L0C0499MZ:L0C0499N7:(848,280)-(1653,1045)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30177	Entity	Q215627	L0C0499MZ:L0C0499N3:(1748,654)-(1898,691)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30178	Entity	Q215627	L0C0499MZ:L0C0499N3:(1737,690)-(1897,735)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30179	Entity	Q215627	L0C0499MZ:L0C0499N3:(1746,733)-(1902,767)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30180	Entity	Q215627	L0C0499MZ:L0C0499N3:(1747,766)-(1868,803)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30231	Entity	Q215627	L0C0499MZ:L0C0499N3:(1677,803)-(1801,841)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30232	Entity	Q215627	L0C0499MZ:L0C0499N3:(1677,837)-(1756,878)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30233	Entity	Q215627	L0C0499MZ:L0C0499N3:(1678,877)-(1761,909)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30234	Entity	Q215627	L0C0499MZ:L0C0499N3:(1683,916)-(1761,949)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30235	Entity	Q215627	L0C0499MZ:L0C0499N3:(1687,952)-(1764,990)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30236	Entity	Q811430	L0C0499MZ:L0C0499N3:(23,49)-(622,1032)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30237	Entity	Q811430	L0C0499MZ:L0C0499N3:(1177,16)-(1914,1056)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30238	Entity	Q169872	L0C0499MZ:L0C049DRM:(2468,0)-(2485,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30239	Entity	Q15401930	L0C0499MZ:L0C0499N7:(258,23)-(919,682)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30240	Entity	Q15401930	L0C0499MZ:L0C0499N7:(586,178)-(1782,1069)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30241	Entity	Q15621286	L0C0499MZ:L0C0499N7:(1719,129)-(1863,195)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILR30015	Relation	P1416	L0C0499MZ:L0C049DRM:(441,0)-(442,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILR30016	Relation	P1416	L0C0499MZ:L0C049DRM:(1045,0)-(1048,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILR30017	Relation	P1416	L0C0499MZ:L0C049DRM:(2330,0)-(2331,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILR30018	Relation	P1416	L0C0499MZ:L0C049DRM:(2661,0)-(2662,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30035	Event	Q3625549	L0C0499MZ:L0C049DRM:(300,0)-(305,0)	Negated	"1.0"	"1.0"	"1.0"
cluster-NILV30035	Event	Q3625549	L0C0499MZ:L0C049DRM:(3049,0)-(3054,0)	Negated	"1.0"	"1.0"	"1.0"
cluster-NILV30036	Event	Q1595418	L0C0499MZ:L0C049DRM:(65,0)-(68,0)	Negated	"1.0"	"1.0"	"1.0"
cluster-NILV30037	Event	Q11398090	L0C0499MZ:L0C049DRM:(383,0)-(388,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30038	Event	Q179661	L0C0499MZ:L0C049DRM:(686,0)-(698,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30039	Event	Q179661	L0C0499MZ:L0C049DRM:(864,0)-(869,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30040	Event	Q3265221	L0C0499MZ:L0C049DRM:(1151,0)-(1159,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30041	Event	EMPTY_TBD	L0C0499MZ:L0C049DRM:(1612,0)-(1623,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30042	Event	Q179661	L0C0499MZ:L0C049DRM:(1791,0)-(1801,0)	Negated	"1.0"	"1.0"	"1.0"
cluster-NILV30043	Event	Q179661	L0C0499MZ:L0C049DRM:(2381,0)-(2389,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30044	Event	Q179661	L0C0499MZ:L0C049DRM:(2458,0)-(2466,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30045	Event	EMPTY_TBD	L0C0499MZ:L0C049DRM:(2610,0)-(2621,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30046	Event	Q179661	L0C0499MZ:L0C049DRM:(2546,0)-(2551,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30047	Event	Q179661	L0C0499MZ:L0C049DRM:(2855,0)-(2861,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30048	Event	Q1717246	L0C0499MZ:L0C049DRM:(2943,0)-(2950,0)	Negated	"1.0"	"1.0"	"1.0"
cluster-NILV30049	Event	Q1595418	L0C0499MZ:L0C049DRM:(2954,0)-(2958,0)	Negated	"1.0"	"1.0"	"1.0"
cluster-NILV30050	Event	Q1595418	L0C0499MZ:L0C049DRM:(3119,0)-(3122,0)	Negated	"1.0"	"1.0"	"1.0"
cluster-NILV30051	Event	Q3625549	L0C0499MZ:L0C049DRM:(225,0)-(230,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30052	Event	Q3625549	L0C0499MZ:L0C049DRM:(2519,0)-(2524,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30053	Event	Q3241045	L0C0499MZ:L0C049DRM:(893,0)-(901,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILV30054	Event	Q179661	L0C0499MZ:L0C049DRM:(1365,0)-(1375,0)	Negated	"1.0"	"1.0"	"1.0"
cluster-NILV30055	Event	Q179661	L0C0499MZ:L0C049DRM:(1995,0)-(1997,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q10387826	Entity	Q43229	L0C0499MZ:L0C049DRM:(2641,0)-(2669,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q155	Entity	Q6256	L0C0499MZ:L0C049DRM:(2674,0)-(2679,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q163810	Entity	Q167037	L0C0499MZ:L0C0499N3:(1328,725)-(1390,753)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q1638425	Entity	Q515	L0C0499MZ:L0C049DRM:(2664,0)-(2669,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q16502	Entity	Q27096213	L0C0499MZ:L0C049DRM:(2699,0)-(2705,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q1856835	Entity	Q484652	L0C0499MZ:L0C049DRM:(1107,0)-(1143,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q1856835	Entity	Q484652	L0C0499MZ:L0C049DRM:(1146,0)-(1148,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q29427132	Entity	Q15621286	L0C0499MZ:L0C04955G:(1582,165)-(1870,203)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q29427132	Entity	Q15621286	L0C0499MZ:L0C049DRM:(3366,0)-(3380,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q29427132	Entity	Q192283	L0C0499MZ:L0C04955G:(1577,160)-(1786,205)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q29427132	Entity	Q192283	L0C0499MZ:L0C049DRM:(3156,0)-(3170,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q30	Entity	Q6256	L0C0499MZ:L0C049DRM:(444,0)-(457,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q318508	Entity	Q2285706	L0C0499MZ:L0C0499N3:(429,659)-(1032,763)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q408	Entity	Q6256	L0C0499MZ:L0C049DRM:(807,0)-(815,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q50036698	Entity	Q43229	L0C0499MZ:L0C049DRM:(1568,0)-(1598,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q5440529	Entity	Q327333	L0C0499MZ:L0C049DRM:(2318,0)-(2338,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q611833	Entity	Q327333	L0C0499MZ:L0C049DRM:(409,0)-(439,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q7580872	Entity	Q15621286	L0C0499MZ:L0C049DRM:(569,0)-(576,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q7817	Entity	Q484652	L0C0499MZ:L0C049DRM:(2686,0)-(2717,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q7817	Entity	Q484652	L0C0499MZ:L0C049DRM:(2720,0)-(2722,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q87809262	Entity	Q327333	L0C0499MZ:L0C049DRM:(1510,0)-(1598,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q87809262	Entity	Q327333	L0C0499MZ:L0C049DRM:(1601,0)-(1608,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q87812684	Entity	Q43229	L0C0499MZ:L0C049DRM:(1535,0)-(1564,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q96	Entity	Q6256	L0C0499MZ:L0C04955G:(1809,165)-(1867,202)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q96	Entity	Q6256	L0C0499MZ:L0C049DRM:(1050,0)-(1058,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-Q96	Entity	Q6256	L0C0499MZ:L0C049DRM:(2333,0)-(2338,0)	NotNegated	"1.0"	"1.0"	"1.0"
