metatype	system_cluster	gold_cluster	system_mention	gold_mention	similarity
Entity	cluster-NILE30178	cluster-NILQE33641	L0C0499MZ:L0C0499N3:(1737,690)-(1897,735)	L0C0499MZ:L0C0499N3:(1737,690)-(1897,735)	1.0
Entity	cluster-NILE30179	cluster-NILQE33655	L0C0499MZ:L0C0499N3:(1746,733)-(1902,767)	L0C0499MZ:L0C0499N3:(1746,733)-(1902,767)	1.0
Entity	cluster-NILE30180	cluster-NILQE33662	L0C0499MZ:L0C0499N3:(1747,766)-(1868,803)	L0C0499MZ:L0C0499N3:(1747,766)-(1868,803)	1.0
Entity	cluster-NILE30231	cluster-NILQE33665	L0C0499MZ:L0C0499N3:(1677,803)-(1801,841)	L0C0499MZ:L0C0499N3:(1677,803)-(1801,841)	1.0
Entity	cluster-NILE30232	cluster-NILQE33671	L0C0499MZ:L0C0499N3:(1677,837)-(1756,878)	L0C0499MZ:L0C0499N3:(1677,837)-(1756,878)	1.0
Entity	cluster-NILE30233	cluster-NILQE33676	L0C0499MZ:L0C0499N3:(1678,877)-(1761,909)	L0C0499MZ:L0C0499N3:(1678,877)-(1761,909)	1.0
Entity	cluster-NILE30234	cluster-NILQE33679	L0C0499MZ:L0C0499N3:(1683,916)-(1761,949)	L0C0499MZ:L0C0499N3:(1683,916)-(1761,949)	1.0
Entity	cluster-NILE30235	cluster-NILQE33685	L0C0499MZ:L0C0499N3:(1687,952)-(1764,990)	L0C0499MZ:L0C0499N3:(1687,952)-(1764,990)	1.0
Entity	cluster-NILE30236	cluster-NILQE33691	L0C0499MZ:L0C0499N3:(23,49)-(622,1032)	L0C0499MZ:L0C0499N3:(23,49)-(622,1032)	1.0
Entity	cluster-NILE30237	cluster-NILQE33696	L0C0499MZ:L0C0499N3:(1177,16)-(1914,1056)	L0C0499MZ:L0C0499N3:(1177,16)-(1914,1056)	1.0
Entity	cluster-NILE30071	cluster-NILQE33721	L0C0499MZ:L0C049DRM:(1165,0)-(1218,0)	L0C0499MZ:L0C049DRM:(1165,0)-(1218,0)	1.0
Entity	cluster-Q50036698	cluster-NILQE33724	L0C0499MZ:L0C049DRM:(1568,0)-(1598,0)	L0C0499MZ:L0C049DRM:(1568,0)-(1598,0)	1.0
Entity	cluster-NILE30093	cluster-NILQE33728	L0C0499MZ:L0C049DRM:(3184,0)-(3208,0)	L0C0499MZ:L0C049DRM:(3184,0)-(3208,0)	1.0
Entity	cluster-NILE30161	cluster-NILQE33735	L0C0499MZ:L0C0499NL:(234,67)-(694,514)	L0C0499MZ:L0C0499NL:(14,64)-(356,532)	0.1776277588836212
Entity	cluster-NILE30161	cluster-NILQE33735	L0C0499MZ:L0C0499NT:(68,22)-(215,162)	L0C0499MZ:L0C0499NT:(2,22)-(118,156)	0.23468507333908542
Entity	cluster-NILE30160	cluster-NILQE33738	L0C0499MZ:L0C0499NL:(14,64)-(356,532)	L0C0499MZ:L0C0499NL:(234,67)-(694,514)	0.1776277588836212
Entity	cluster-NILE30160	cluster-NILQE33738	L0C0499MZ:L0C0499NT:(2,22)-(118,156)	L0C0499MZ:L0C0499NT:(68,22)-(215,162)	0.23468507333908542
Entity	cluster-NILE30162	cluster-NILQE33740	L0C0499MZ:L0C0499NL:(247,68)-(400,143)	L0C0499MZ:L0C0499NL:(247,68)-(400,143)	1.0
Entity	cluster-NILE30162	cluster-NILQE33740	L0C0499MZ:L0C0499NT:(80,22)-(114,42)	L0C0499MZ:L0C0499NT:(80,22)-(114,42)	1.0
Entity	cluster-NILE30163	cluster-NILQE33741	L0C0499MZ:L0C0499NL:(387,66)-(486,119)	L0C0499MZ:L0C0499NL:(387,66)-(486,119)	1.0
Entity	cluster-NILE30163	cluster-NILQE33741	L0C0499MZ:L0C0499NT:(125,20)-(152,34)	L0C0499MZ:L0C0499NT:(125,20)-(152,34)	1.0
Entity	cluster-NILE30117	cluster-NILQE33747	L0C0499MZ:L0C0499NL:(767,97)-(806,114)	L0C0499MZ:L0C0499NL:(767,97)-(806,114)	1.0
Entity	cluster-NILE30117	cluster-NILQE33747	L0C0499MZ:L0C0499NT:(241,28)-(253,36)	L0C0499MZ:L0C0499NT:(241,28)-(253,36)	1.0
Entity	cluster-NILE30156	cluster-NILQE33752	L0C0499MZ:L0C0499NL:(862,101)-(921,116)	L0C0499MZ:L0C0499NL:(862,101)-(921,116)	1.0
Entity	cluster-NILE30156	cluster-NILQE33752	L0C0499MZ:L0C0499NT:(270,30)-(289,38)	L0C0499MZ:L0C0499NT:(270,30)-(289,38)	1.0
Entity	cluster-NILE30136	cluster-NILQE33757	L0C0499MZ:L0C0499NL:(813,96)-(853,115)	L0C0499MZ:L0C0499NL:(813,96)-(853,115)	1.0
Entity	cluster-NILE30136	cluster-NILQE33757	L0C0499MZ:L0C0499NT:(254,29)-(269,37)	L0C0499MZ:L0C0499NT:(254,29)-(269,37)	1.0
Entity	cluster-NILE30090	cluster-NILQE33763	L0C0499MZ:L0C0499NL:(746,114)-(796,130)	L0C0499MZ:L0C0499NL:(746,114)-(796,130)	1.0
Entity	cluster-NILE30090	cluster-NILQE33763	L0C0499MZ:L0C0499NT:(235,35)-(253,43)	L0C0499MZ:L0C0499NT:(235,35)-(253,43)	1.0
Entity	cluster-NILE30157	cluster-NILQE33778	L0C0499MZ:L0C0499NL:(823,247)-(897,265)	L0C0499MZ:L0C0499NL:(823,247)-(897,265)	1.0
Entity	cluster-NILE30157	cluster-NILQE33778	L0C0499MZ:L0C0499NT:(257,77)-(281,84)	L0C0499MZ:L0C0499NT:(257,77)-(281,84)	1.0
Entity	cluster-NILE30158	cluster-NILQE33783	L0C0499MZ:L0C0499NL:(710,250)-(953,277)	L0C0499MZ:L0C0499NL:(710,250)-(953,277)	1.0
Entity	cluster-NILE30158	cluster-NILQE33783	L0C0499MZ:L0C0499NT:(222,77)-(297,88)	L0C0499MZ:L0C0499NT:(222,77)-(297,88)	1.0
Entity	cluster-NILE30159	cluster-NILQE33786	L0C0499MZ:L0C0499NL:(715,324)-(955,354)	L0C0499MZ:L0C0499NL:(715,324)-(955,354)	1.0
Entity	cluster-NILE30159	cluster-NILQE33786	L0C0499MZ:L0C0499NT:(223,99)-(298,111)	L0C0499MZ:L0C0499NT:(223,99)-(298,111)	1.0
Entity	cluster-NILE30164	cluster-NILQE33791	L0C0499MZ:L0C04955G:(643,85)-(1159,307)	L0C0499MZ:L0C04955G:(643,85)-(1159,307)	1.0
Entity	cluster-NILE30165	cluster-NILQE33795	L0C0499MZ:L0C04955G:(0,92)-(564,1072)	L0C0499MZ:L0C04955G:(0,92)-(564,1072)	1.0
Entity	cluster-NILE30166	cluster-NILQE33799	L0C0499MZ:L0C04955G:(6,486)-(551,1033)	L0C0499MZ:L0C04955G:(6,486)-(551,1033)	1.0
Entity	cluster-NILE30169	cluster-NILQE33801	L0C0499MZ:L0C04955G:(1199,131)-(1901,1069)	L0C0499MZ:L0C04955G:(569,305)-(1707,1057)	0.3382712574112845
Entity	cluster-NILE30168	cluster-NILQE33804	L0C0499MZ:L0C04955G:(640,706)-(1228,1056)	L0C0499MZ:L0C04955G:(640,706)-(1228,1056)	1.0
Entity	cluster-NILE30167	cluster-NILQE33806	L0C0499MZ:L0C04955G:(569,305)-(1707,1057)	L0C0499MZ:L0C04955G:(1199,131)-(1901,1069)	0.3382712574112845
Entity	cluster-NILE30170	cluster-NILQE33810	L0C0499MZ:L0C04955G:(1250,613)-(1895,1057)	L0C0499MZ:L0C04955G:(1250,613)-(1895,1057)	1.0
Entity	cluster-NILE30171	cluster-NILQE33812	L0C0499MZ:L0C0499N7:(64,10)-(1905,1060)	L0C0499MZ:L0C0499N7:(64,10)-(1905,1060)	1.0
Entity	cluster-NILE30239	cluster-NILQE33815	L0C0499MZ:L0C0499N7:(258,23)-(919,682)	L0C0499MZ:L0C0499N7:(3,0)-(1915,1072)	0.21338964085694168
Entity	cluster-NILE30173	cluster-NILQE33816	L0C0499MZ:L0C0499N7:(2,388)-(217,901)	L0C0499MZ:L0C0499N7:(2,388)-(217,901)	1.0
Entity	cluster-NILE30176	cluster-NILQE33817	L0C0499MZ:L0C0499N7:(389,190)-(669,586)	L0C0499MZ:L0C0499N7:(389,190)-(669,586)	1.0
Entity	cluster-NILE30176	cluster-NILQE33817	L0C0499MZ:L0C0499N7:(550,116)-(818,503)	L0C0499MZ:L0C0499N7:(550,116)-(818,503)	1.0
Entity	cluster-NILE30176	cluster-NILQE33817	L0C0499MZ:L0C0499N7:(848,280)-(1653,1045)	L0C0499MZ:L0C0499N7:(848,280)-(1653,1045)	1.0
Entity	cluster-NILE30238	cluster-NILQE33820	L0C0499MZ:L0C049DRM:(2468,0)-(2485,0)	L0C0499MZ:L0C049DRM:(2468,0)-(2485,0)	1.0
Entity	cluster-NILE30241	cluster-NILQE33827	L0C0499MZ:L0C0499N7:(1719,129)-(1863,195)	L0C0499MZ:L0C0499N7:(1719,129)-(1863,195)	1.0
Entity	cluster-NILE30172	cluster-NILQE33830	L0C0499MZ:L0C0499N7:(3,0)-(1915,1072)	L0C0499MZ:L0C0499N7:(258,23)-(919,682)	0.21338964085694168
Entity	cluster-NILE30240	cluster-NILQE33834	L0C0499MZ:L0C0499N7:(586,178)-(1782,1069)	L0C0499MZ:L0C0499N7:(586,178)-(1782,1069)	1.0
Entity	cluster-NILE30119	cluster-NILQE33837	L0C0499MZ:L0C0499N3:(563,236)-(1568,458)	L0C0499MZ:L0C0499N3:(563,236)-(1568,458)	1.0
Relation	cluster-NILR30015	cluster-NILQR30602	L0C0499MZ:L0C049DRM:(441,0)-(442,0)	L0C0499MZ:L0C049DRM:(441,0)-(442,0)	1.0
Relation	cluster-NILR30017	cluster-NILQR30603	L0C0499MZ:L0C049DRM:(2330,0)-(2331,0)	L0C0499MZ:L0C049DRM:(2330,0)-(2331,0)	1.0
Relation	cluster-NILR30018	cluster-NILQR30604	L0C0499MZ:L0C049DRM:(2661,0)-(2662,0)	L0C0499MZ:L0C049DRM:(2661,0)-(2662,0)	1.0
Event	cluster-NILV30036	cluster-NILQV31119	L0C0499MZ:L0C049DRM:(65,0)-(68,0)	L0C0499MZ:L0C049DRM:(65,0)-(68,0)	1.0
Event	cluster-NILV30037	cluster-NILQV31120	L0C0499MZ:L0C049DRM:(383,0)-(388,0)	L0C0499MZ:L0C049DRM:(383,0)-(388,0)	1.0
Event	cluster-NILV30038	cluster-NILQV31121	L0C0499MZ:L0C049DRM:(686,0)-(698,0)	L0C0499MZ:L0C049DRM:(686,0)-(688,0)	0.23076923076923078
Event	cluster-NILV30039	cluster-NILQV31122	L0C0499MZ:L0C049DRM:(864,0)-(869,0)	L0C0499MZ:L0C049DRM:(864,0)-(869,0)	1.0
Event	cluster-NILV30042	cluster-NILQV31123	L0C0499MZ:L0C049DRM:(1791,0)-(1801,0)	L0C0499MZ:L0C049DRM:(1791,0)-(1801,0)	1.0
Event	cluster-NILV30043	cluster-NILQV31124	L0C0499MZ:L0C049DRM:(2381,0)-(2389,0)	L0C0499MZ:L0C049DRM:(2381,0)-(2389,0)	1.0
Event	cluster-NILV30044	cluster-NILQV31125	L0C0499MZ:L0C049DRM:(2458,0)-(2466,0)	L0C0499MZ:L0C049DRM:(2458,0)-(2466,0)	1.0
Event	cluster-NILV30047	cluster-NILQV31127	L0C0499MZ:L0C049DRM:(2855,0)-(2861,0)	L0C0499MZ:L0C049DRM:(2855,0)-(2861,0)	1.0
Event	cluster-NILV30048	cluster-NILQV31128	L0C0499MZ:L0C049DRM:(2943,0)-(2950,0)	L0C0499MZ:L0C049DRM:(2943,0)-(2950,0)	1.0
Event	cluster-NILV30049	cluster-NILQV31129	L0C0499MZ:L0C049DRM:(2954,0)-(2958,0)	L0C0499MZ:L0C049DRM:(2954,0)-(2958,0)	1.0
Event	cluster-NILV30050	cluster-NILQV31130	L0C0499MZ:L0C049DRM:(3119,0)-(3122,0)	L0C0499MZ:L0C049DRM:(3119,0)-(3122,0)	1.0
Event	cluster-NILV30051	cluster-NILQV31131	L0C0499MZ:L0C049DRM:(225,0)-(230,0)	L0C0499MZ:L0C049DRM:(225,0)-(230,0)	1.0
Event	cluster-NILV30052	cluster-NILQV31132	L0C0499MZ:L0C049DRM:(2519,0)-(2524,0)	L0C0499MZ:L0C049DRM:(2519,0)-(2524,0)	1.0
Event	cluster-NILV30035	cluster-NILQV31133	L0C0499MZ:L0C049DRM:(3049,0)-(3054,0)	L0C0499MZ:L0C049DRM:(3049,0)-(3054,0)	1.0
Event	cluster-NILV30054	cluster-NILQV31134	L0C0499MZ:L0C049DRM:(1365,0)-(1375,0)	L0C0499MZ:L0C049DRM:(1365,0)-(1375,0)	1.0
Event	cluster-NILV30055	cluster-NILQV31135	L0C0499MZ:L0C049DRM:(1995,0)-(1997,0)	L0C0499MZ:L0C049DRM:(1995,0)-(1997,0)	1.0
Entity	cluster-Q10387826	cluster-Q10387826	L0C0499MZ:L0C049DRM:(2641,0)-(2669,0)	L0C0499MZ:L0C049DRM:(2641,0)-(2669,0)	1.0
Entity	cluster-Q155	cluster-Q155	L0C0499MZ:L0C049DRM:(2674,0)-(2679,0)	L0C0499MZ:L0C049DRM:(2674,0)-(2679,0)	1.0
Entity	cluster-NILE30088	cluster-Q160381	L0C0499MZ:L0C049DRM:(2778,0)-(2787,0)	L0C0499MZ:L0C049DRM:(2778,0)-(2787,0)	1.0
Entity	cluster-Q163810	cluster-Q163810	L0C0499MZ:L0C0499N3:(1328,725)-(1390,753)	L0C0499MZ:L0C0499N3:(1328,725)-(1390,753)	1.0
Entity	cluster-Q1638425	cluster-Q1638425	L0C0499MZ:L0C049DRM:(2664,0)-(2669,0)	L0C0499MZ:L0C049DRM:(2664,0)-(2669,0)	1.0
Entity	cluster-Q7580872	cluster-Q176916	L0C0499MZ:L0C049DRM:(569,0)-(576,0)	L0C0499MZ:L0C049DRM:(569,0)-(576,0)	1.0
Entity	cluster-Q1856835	cluster-Q1856835	L0C0499MZ:L0C049DRM:(1107,0)-(1143,0)	L0C0499MZ:L0C049DRM:(1107,0)-(1143,0)	1.0
Entity	cluster-Q1856835	cluster-Q1856835	L0C0499MZ:L0C049DRM:(1146,0)-(1148,0)	L0C0499MZ:L0C049DRM:(1146,0)-(1148,0)	1.0
Entity	cluster-Q16502	cluster-Q2	L0C0499MZ:L0C049DRM:(2699,0)-(2705,0)	L0C0499MZ:L0C049DRM:(2699,0)-(2705,0)	1.0
Entity	cluster-Q29427132	cluster-Q29427132	L0C0499MZ:L0C049DRM:(3366,0)-(3380,0)	L0C0499MZ:L0C049DRM:(3366,0)-(3380,0)	1.0
Entity	cluster-Q29427132	cluster-Q29427132	L0C0499MZ:L0C04955G:(1577,160)-(1786,205)	L0C0499MZ:L0C04955G:(1577,160)-(1786,205)	1.0
Entity	cluster-Q29427132	cluster-Q29427132	L0C0499MZ:L0C049DRM:(3156,0)-(3170,0)	L0C0499MZ:L0C049DRM:(3156,0)-(3170,0)	1.0
Entity	cluster-Q30	cluster-Q30	L0C0499MZ:L0C049DRM:(444,0)-(457,0)	L0C0499MZ:L0C049DRM:(444,0)-(457,0)	1.0
Entity	cluster-Q318508	cluster-Q318508	L0C0499MZ:L0C0499N3:(429,659)-(1032,763)	L0C0499MZ:L0C0499N3:(429,659)-(1032,763)	1.0
Entity	cluster-NILE30060	cluster-Q355	L0C0499MZ:L0C049DRM:(101,0)-(108,0)	L0C0499MZ:L0C049DRM:(101,0)-(108,0)	1.0
Entity	cluster-Q408	cluster-Q408	L0C0499MZ:L0C049DRM:(807,0)-(815,0)	L0C0499MZ:L0C049DRM:(807,0)-(815,0)	1.0
Entity	cluster-Q5440529	cluster-Q5440529	L0C0499MZ:L0C049DRM:(2318,0)-(2338,0)	L0C0499MZ:L0C049DRM:(2318,0)-(2338,0)	1.0
Entity	cluster-Q611833	cluster-Q611833	L0C0499MZ:L0C049DRM:(409,0)-(439,0)	L0C0499MZ:L0C049DRM:(409,0)-(439,0)	1.0
Entity	cluster-Q7817	cluster-Q7817	L0C0499MZ:L0C049DRM:(2686,0)-(2717,0)	L0C0499MZ:L0C049DRM:(2686,0)-(2717,0)	1.0
Entity	cluster-Q7817	cluster-Q7817	L0C0499MZ:L0C049DRM:(2720,0)-(2722,0)	L0C0499MZ:L0C049DRM:(2720,0)-(2722,0)	1.0
Entity	cluster-Q87809262	cluster-Q87809262	L0C0499MZ:L0C049DRM:(1510,0)-(1598,0)	L0C0499MZ:L0C049DRM:(1510,0)-(1598,0)	1.0
Entity	cluster-Q87809262	cluster-Q87809262	L0C0499MZ:L0C049DRM:(1601,0)-(1608,0)	L0C0499MZ:L0C049DRM:(1601,0)-(1608,0)	1.0
Entity	cluster-Q96	cluster-Q96	L0C0499MZ:L0C04955G:(1809,165)-(1867,202)	L0C0499MZ:L0C04955G:(1809,165)-(1867,202)	1.0
Entity	cluster-Q96	cluster-Q96	L0C0499MZ:L0C049DRM:(1050,0)-(1058,0)	L0C0499MZ:L0C049DRM:(1050,0)-(1058,0)	1.0
Entity	cluster-Q96	cluster-Q96	L0C0499MZ:L0C049DRM:(2333,0)-(2338,0)	L0C0499MZ:L0C049DRM:(2333,0)-(2338,0)	1.0
